"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"10_PD1_PRE",1.1422827006019,-1.24713836870696,0.119786129855235,-1.26713564076373,-0.728585293271584,-0.604044990836926,-1.42271870360744,-0.365333141467141,-0.512024196820621,-0.0532255019116546,-0.856613808616487,0.389252547458247,-0.742075587218757,-0.83323065396509
"10_ipiPD1_PRE",-1.47819963668664,-2.77213908349222,0.255367784881758,-0.445408456572909,-1.73845135783431,1.90744061933822,0.781779027274138,1.94242474884705,0.67935818870105,-2.83103534719892,-1.66728722986265,-1.61615581090923,1.38193117610446,-1.38895677633837
"11_PD1_PRE",1.53122767921584,1.96818834458845,-0.161236861305971,1.15885985918397,-0.82435986296502,-2.02866087968174,-1.45866318313368,0.264555577149729,0.63904143435927,1.62061511524179,-0.0842916430248731,-0.73812815243049,0.5466749146416,3.03870181507599
"12_PD1_PRE",0.194840642267137,0.0368429450789396,0.243111448207517,0.644005105964805,-1.22225413333275,0.920821859370174,-1.07871337428038,1.20950274457198,0.846599947790281,0.191184966795978,-2.09957249485119,0.67023781667247,-0.922786931377304,1.40255125350264
"12_ipiPD1_PRE",2.28582855625922,0.955649829081818,-4.16811377703309,0.728294580585365,0.378683209395659,-3.33114060691519,0.806789351945871,0.416790536394895,0.116256350884568,0.0752462815567396,2.63424768488123,-2.07149176196812,1.10214393057016,1.50861554222341
"13_PD1_PRE",0.023373962433171,0.232370725109062,0.114107633765763,-0.825184838561679,-0.544426603225098,0.209901879686211,-2.48825841958594,-1.20010700649942,-0.519376452211971,0.93553238490966,-1.19024824682871,-0.45899460862155,-0.82914485079129,0.552147504152136
"13_ipiPD1_PRE",-0.228756180656833,-0.487926554706906,-1.34693518587192,0.148400960235038,1.51030867997585,-0.766234930630605,1.33487782569287,-1.00702344152684,-1.50969183236862,-0.485237361291393,1.32290634876593,1.47396142633876,0.647976918043023,-0.168268552770719
"14_PD1_PRE",-0.321605982815695,0.14914282206609,0.308840652279304,-1.17770097481621,-1.19198387668141,1.91226178356229,-1.16497035492324,0.240060985846154,-0.749057897700295,0.359663743557909,-1.52125130502478,-0.209839568486481,-1.04041422061552,0.510808732538521
"14_ipiPD1_PRE",-0.0142984877049432,-0.971075542362872,0.86751051168325,-0.377805107255333,-0.775776960296937,0.478032665122384,-1.60702481993037,-0.129881097376953,-0.85600520668781,-0.24158165520865,-0.87498846577178,-0.822959438695941,-0.161747794603328,-1.48746254814139
"15_PD1_PRE",0.606778842335082,-1.05371358758466,-0.0530510677223038,0.472608436834216,-0.844649868573605,-0.794256095589752,-0.838842280344526,-0.992985398620328,-0.181024682967709,-0.454011051384878,-0.360587285607772,-1.31871365519839,-0.120546298945426,2.08213109982955
"15_ipiPD1_PRE",-1.615203641638,-0.0629787207805285,0.624941740104676,-1.98052178623489,-0.371783594919468,0.481508086787997,-1.1236525510829,0.509502116446079,-0.640494820204694,-0.580887244604844,-0.9150183986843,1.00159102749528,-0.0631720679518668,-1.32519678168067
"16_PD1_PRE",-1.13347766270573,0.156249527661891,1.00082439421037,0.15272118909083,-0.71735521542994,1.11674088869101,-1.41946240765359,0.687355513429992,1.29102670672207,0.335923789745135,-0.919854524139527,0.0184827478361747,-0.954518023700373,-0.428694032729318
"17_PD1_PRE",-0.164704261629464,1.52520081092855,0.679115876607251,-0.553773511671156,0.445087628059574,-0.2519869279556,-0.0992303942115594,1.20597081588433,0.750209061499166,1.49385287526901,-0.408221470227025,0.157018885244488,-0.562021711265944,-0.466614405051048
"17_ipiPD1_PRE",-1.90394824641969,1.75355971220798,-1.07389462345264,1.71676639411744,-0.393248970438673,-0.514401761845878,-1.07148129597555,0.711404557839238,-0.317446535858807,0.10663970025527,0.929787648732521,-1.42251330781522,-0.2181758219944,0.223358929825547
"18_PD1_PRE",0.484458518904144,0.381702930859011,-0.380460108849657,0.710874537804802,-0.291692311555128,0.16266563882303,-0.179825290972836,1.51239976969792,1.13979995547332,0.798094140241889,-0.83716171558697,1.62846888956988,0.858372071997237,-0.94603514704104
"19_PD1_PRE",-0.72509205011461,1.11488088087589,0.724101562751443,-0.853915288059352,-1.46174975143153,0.691812594276983,-0.933383967327612,-0.321026317052798,-0.802831638036569,1.0800914034476,-0.620553400467348,1.70691564916632,-0.998837683754126,-0.401529643393439
"19_ipiPD1_PRE",-0.460377660679517,-1.31323653206742,-0.418650962166258,-1.90606965031359,-0.59242021314121,0.170823970226365,-0.172816526106607,-1.57030892763733,-0.532456136733941,-0.711739882365468,-0.0392034464736036,-0.567723662594067,0.225896463661813,0.373086492626201
"1_ipiPD1_PRE",-2.20134401028101,0.707234466700214,0.374219169680237,-1.31590759677982,-1.03865548372972,0.486251057898427,-1.27127865421514,-0.757810286268887,-0.675794540410061,-0.847142001723786,-1.69869844129404,0.662840659969325,-2.0474194218652,-1.30153470727605
"20_ipiPD1_PRE",-0.319513917704364,-1.3907012078995,-0.473995877425695,-1.03690653057645,0.482265710829986,-1.90039903892,0.564238520657587,1.05298663812172,-2.70044097724014,-0.166007678692278,2.29702277973586,-0.0177147386998942,3.16008099027881,0.582882431112923
"21_PD1_PRE",-0.947851704616364,-0.662172879685153,-0.0934983736135225,0.640282674633973,-0.846913635777756,1.03886145975254,1.19390585608348,0.321548383903605,-0.903116887365393,0.834651343453694,-0.393319130346529,1.2428694144215,-0.320014720966925,0.465412574097684
"21_ipiPD1_PRE",-1.16693100114093,0.0502383444886922,-0.257965479542431,1.43778960256165,0.371119662596007,0.952652975186214,1.5611769087029,1.84432730009439,0.333041051673934,-0.179880720350594,0.669356522314502,0.00893572610574692,1.24890010515573,-1.08185454206883
"23_PD1_PRE",-0.0189835821571537,1.1795887352885,0.591875886836096,-0.278587980683309,-0.303062912101589,0.84032077059104,-0.777786659632378,-0.368508255167082,0.734664381175134,1.61161233199699,0.228715883331228,0.684717453108813,-1.45967363854901,0.817658168738515
"23_ipiPD1_PRE",-0.0589556707918428,-0.304942964480714,-0.157283083847334,-0.997566814642918,-1.04583676450034,0.111997263834237,-1.50535782405447,-0.47031633865436,-1.16222904533022,-0.243641715902767,-0.785495541314538,-0.0695182210525198,-0.704320754885898,0.0978999574480963
"24_ipiPD1_PRE",0.855140240874924,0.465995273232731,-0.483155595429539,-1.56025546968264,-0.0244843120246033,0.395770846243477,0.0216301366348818,-1.2009120754711,-0.571643530280304,-1.09235916482841,-0.171726362451095,-0.216612062889038,-1.15086138364688,0.227813345794333
"25_PD1_PRE",0.600622175073824,0.12241401505832,0.595016767453156,-0.0567653430220263,-0.239482396240942,0.125688312732964,-0.236110958473573,-1.00863970491816,0.401594840080108,-0.0220330906690966,-0.126245849265848,0.376614772706629,-0.296557833025108,0.58262458304924
"25_ipiPD1_PRE",0.17916694393339,-1.20450570379201,-0.784200607121075,1.21362942975876,-0.942762731631351,0.778155529571041,-0.268813389219922,1.26057709221359,0.753918731113276,-0.530661342100459,-1.00546821150907,-0.378519561450355,-0.181523723965785,-0.203074072405811
"26_ipiPD1_PRE",-2.14769427616981,1.38606830498511,-1.27333339784116,0.0966686684676333,0.0220285687724403,0.440015710643786,0.336642879130723,0.28535962864496,-0.581904334660552,-0.879555343479481,0.504749818708652,-0.0569193920551638,-0.234160977168594,-0.622982640922663
